Date,TOTALDEMAND,Population,MinTemp,MaxTemp,SolarExp,wk_end,public_holiday,covid,year,month,day,Demand_GWh
2017-01-01,174464.51000000004,6244863,16.8,21.1,8.5,1,1,0,2017,1,1,174.46451000000005
2017-01-02,173014.93999999997,6244863,14.8,17.8,7.8,0,1,0,2017,1,2,173.01493999999997
2017-01-03,195129.48999999996,6244863,14.6,19.5,25.9,0,0,0,2017,1,3,195.12948999999998
2017-01-04,233213.58999999997,6244863,13.3,29.3,31.6,0,0,0,2017,1,4,233.21358999999995
2017-01-05,256159.69000000012,6244863,18.5,31.7,29.7,0,0,0,2017,1,5,256.1596900000001
2017-01-06,272617.47,6244863,18.3,35.2,30.1,0,0,0,2017,1,6,272.61746999999997
2017-01-07,269910.04,6244863,20.9,36.7,28.5,1,0,0,2017,1,7,269.91004
2017-01-08,245554.05000000002,6244863,28.0,33.1,29.3,1,0,0,2017,1,8,245.55405000000002
2017-01-09,232423.97999999998,6244863,18.5,24.4,14.3,0,0,0,2017,1,9,232.42397999999997
2017-01-10,240732.63999999996,6244863,17.7,26.2,28.6,0,0,0,2017,1,10,240.73263999999995
2017-01-11,223191.71,6244863,16.6,24.3,25.9,0,0,0,2017,1,11,223.19171
2017-01-12,237567.89,6244863,14.9,26.5,30.7,0,0,0,2017,1,12,237.56789
2017-01-13,222683.34999999995,6244863,17.5,28.8,1.3,0,0,0,2017,1,13,222.68334999999996
2017-01-14,177993.25000000006,6244863,15.2,23.5,16.5,1,0,0,2017,1,14,177.99325000000005
2017-01-15,180588.00000000003,6244863,15.2,21.5,22.7,1,0,0,2017,1,15,180.58800000000002
2017-01-16,241857.41000000003,6244863,12.2,32.7,30.5,0,0,0,2017,1,16,241.85741000000004
2017-01-17,281035.29999999993,6244863,16.4,37.8,25.5,0,0,0,2017,1,17,281.03529999999995
2017-01-18,222422.69999999995,6244863,15.6,20.8,27.5,0,0,0,2017,1,18,222.42269999999996
2017-01-19,224742.81999999998,6244863,11.0,23.4,29.7,0,0,0,2017,1,19,224.74281999999997
2017-01-20,215875.36999999997,6244863,16.1,20.8,13.2,0,0,0,2017,1,20,215.87536999999998
2017-01-21,193558.13999999998,6244863,15.3,22.6,25.1,1,0,0,2017,1,21,193.55813999999998
2017-01-22,206583.22,6244863,12.7,29.6,30.3,1,0,0,2017,1,22,206.58322
2017-01-23,282664.1099999999,6244863,17.8,36.7,19.2,0,0,0,2017,1,23,282.66410999999994
2017-01-24,231328.31999999995,6244863,19.1,22.0,27.6,0,0,0,2017,1,24,231.32831999999996
2017-01-25,223873.40000000005,6244863,13.5,21.1,29.8,0,0,0,2017,1,25,223.87340000000006
2017-01-26,197180.12000000002,6244863,16.4,21.2,16.9,0,1,0,2017,1,26,197.18012000000002
2017-01-27,225027.63999999998,6244863,17.0,23.6,29.3,0,0,0,2017,1,27,225.02764
2017-01-28,216673.06,6244863,15.0,29.2,29.2,1,0,0,2017,1,28,216.67306
2017-01-29,218041.16,6244863,15.1,27.0,29.4,1,0,0,2017,1,29,218.04116
2017-01-30,248585.9099999999,6244863,17.8,30.0,3.7,0,0,0,2017,1,30,248.5859099999999
2017-01-31,225726.02000000005,6244863,16.5,22.1,26.8,0,0,0,2017,1,31,225.72602000000003
2017-02-01,228267.45999999996,6244863,14.3,20.6,9.3,0,0,0,2017,2,1,228.26745999999997
2017-02-02,221338.53999999998,6244863,14.2,24.1,28.2,0,0,0,2017,2,2,221.33853999999997
2017-02-03,234904.53999999998,6244863,15.4,27.6,28.1,0,0,0,2017,2,3,234.90453999999997
2017-02-04,234723.4,6244863,14.6,35.9,27.3,1,0,0,2017,2,4,234.7234
2017-02-05,220768.55000000005,6244863,18.5,30.7,9.3,1,0,0,2017,2,5,220.76855000000003
2017-02-06,217522.73999999996,6244863,15.1,18.0,3.9,0,0,0,2017,2,6,217.52273999999997
2017-02-07,223087.61999999994,6244863,15.4,27.6,27.9,0,0,0,2017,2,7,223.08761999999993
2017-02-08,284427.32,6244863,16.5,36.0,27.7,0,0,0,2017,2,8,284.42732
2017-02-09,310121.2200000001,6244863,20.3,36.0,24.4,0,0,0,2017,2,9,310.1212200000001
2017-02-10,277587.18,6244863,18.7,27.1,21.3,0,0,0,2017,2,10,277.58718
2017-02-11,223967.01999999996,6244863,18.5,24.6,21.0,1,0,0,2017,2,11,223.96701999999996
2017-02-12,178006.3,6244863,15.1,19.9,12.6,1,0,0,2017,2,12,178.00629999999998
2017-02-13,209688.21,6244863,14.0,21.0,20.5,0,0,0,2017,2,13,209.68821
2017-02-14,223226.1,6244863,14.5,19.5,15.6,0,0,0,2017,2,14,223.2261
2017-02-15,232598.78000000003,6244863,10.0,31.5,26.0,0,0,0,2017,2,15,232.59878000000003
2017-02-16,239895.18000000005,6244863,14.9,23.6,23.2,0,0,0,2017,2,16,239.89518000000004
2017-02-17,223771.94000000006,6244863,13.7,25.5,18.4,0,0,0,2017,2,17,223.77194000000006
2017-02-18,191246.69999999998,6244863,13.3,18.9,16.1,1,0,0,2017,2,18,191.24669999999998
2017-02-19,182560.04999999996,6244863,11.7,17.3,9.9,1,0,0,2017,2,19,182.56004999999996
2017-02-20,210683.72999999998,6244863,11.6,20.3,22.4,0,0,0,2017,2,20,210.68372999999997
2017-02-21,224702.94,6244863,10.1,24.0,25.0,0,0,0,2017,2,21,224.70294
2017-02-22,233380.34000000003,6244863,12.8,33.3,23.1,0,0,0,2017,2,22,233.38034000000002
2017-02-23,235897.37,6244863,15.9,25.0,23.5,0,0,0,2017,2,23,235.89737
2017-02-24,222459.04,6244863,15.8,20.0,13.2,0,0,0,2017,2,24,222.45904000000002
2017-02-25,190093.81000000006,6244863,13.7,19.4,23.9,1,0,0,2017,2,25,190.09381000000005
2017-02-26,200991.22999999995,6244863,13.2,29.8,24.2,1,0,0,2017,2,26,200.99122999999994
2017-02-27,262181.55,6244863,15.6,33.1,23.9,0,0,0,2017,2,27,262.18155
2017-02-28,280335.0,6244863,17.3,33.6,23.6,0,0,0,2017,2,28,280.335
2017-03-01,274583.93999999994,6292584,16.6,30.5,23.7,0,0,0,2017,3,1,274.5839399999999
2017-03-02,255266.55000000005,6292584,17.7,23.3,22.0,0,0,0,2017,3,2,255.26655000000005
2017-03-03,248622.65999999995,6292584,18.1,28.6,18.1,0,0,0,2017,3,3,248.62265999999994
2017-03-04,232166.58999999997,6292584,16.1,27.4,23.0,1,0,0,2017,3,4,232.16658999999996
2017-03-05,207078.03999999998,6292584,17.6,25.4,16.8,1,0,0,2017,3,5,207.07804
2017-03-06,232895.71,6292584,17.7,27.4,22.3,0,0,0,2017,3,6,232.89570999999998
2017-03-07,235862.92000000004,6292584,15.0,28.2,22.4,0,0,0,2017,3,7,235.86292000000003
2017-03-08,248741.5299999999,6292584,14.2,31.5,22.1,0,0,0,2017,3,8,248.7415299999999
2017-03-09,259298.5,6292584,15.0,32.3,21.1,0,0,0,2017,3,9,259.2985
2017-03-10,250692.15000000005,6292584,18.5,23.8,19.4,0,0,0,2017,3,10,250.69215000000005
2017-03-11,217633.61999999997,6292584,18.0,26.4,13.9,1,0,0,2017,3,11,217.63361999999998
2017-03-12,205235.02,6292584,17.9,27.1,19.6,1,0,0,2017,3,12,205.23502
2017-03-13,208937.79999999996,6292584,15.7,24.3,20.7,0,1,0,2017,3,13,208.93779999999995
2017-03-14,266455.57,6292584,18.8,32.7,20.8,0,0,0,2017,3,14,266.45557
2017-03-15,279345.67,6292584,20.8,33.2,18.9,0,0,0,2017,3,15,279.34567
2017-03-16,248511.95,6292584,21.7,23.0,4.8,0,0,0,2017,3,16,248.51195
2017-03-17,223224.14999999997,6292584,15.8,22.1,20.1,0,0,0,2017,3,17,223.22414999999995
2017-03-18,215463.55999999994,6292584,12.4,30.8,19.9,1,0,0,2017,3,18,215.46355999999994
2017-03-19,227187.63999999998,6292584,14.5,33.5,19.7,1,0,0,2017,3,19,227.18764
2017-03-20,263961.97,6292584,19.3,28.0,11.3,0,0,0,2017,3,20,263.96196999999995
2017-03-21,255250.73,6292584,19.9,26.1,6.1,0,0,0,2017,3,21,255.25073
2017-03-22,229392.73999999996,6292584,17.8,21.8,7.3,0,0,0,2017,3,22,229.39273999999997
2017-03-23,223265.67,6292584,16.2,25.1,17.2,0,0,0,2017,3,23,223.26567
2017-03-24,230822.82000000004,6292584,13.9,24.7,16.1,0,0,0,2017,3,24,230.82282000000004
2017-03-25,214931.96000000002,6292584,15.3,29.7,13.5,1,0,0,2017,3,25,214.93196000000003
2017-03-26,208378.19999999998,6292584,19.3,26.7,14.6,1,0,0,2017,3,26,208.3782
2017-03-27,232474.4400000001,6292584,19.3,31.9,7.6,0,0,0,2017,3,27,232.4744400000001
2017-03-28,222065.95,6292584,11.9,24.3,17.8,0,0,0,2017,3,28,222.06595000000002
2017-03-29,219280.66000000003,6292584,13.9,27.2,14.7,0,0,0,2017,3,29,219.28066000000004
2017-03-30,214983.73999999996,6292584,10.2,17.9,13.0,0,0,0,2017,3,30,214.98373999999995
2017-03-31,221324.49000000008,6292584,10.1,17.9,12.3,0,0,0,2017,3,31,221.32449000000008
2017-04-01,194804.53,6292584,10.0,19.0,13.5,1,0,0,2017,4,1,194.80453
2017-04-02,188954.19000000006,6292584,11.7,18.2,10.1,1,0,0,2017,4,2,188.95419000000007
2017-04-03,215791.04999999996,6292584,8.2,21.5,16.8,0,0,0,2017,4,3,215.79104999999996
2017-04-04,226277.34,6292584,10.0,24.4,16.4,0,0,0,2017,4,4,226.27734
2017-04-05,228382.69999999995,6292584,11.0,25.4,15.8,0,0,0,2017,4,5,228.38269999999994
2017-04-06,229634.61000000004,6292584,12.0,26.6,13.5,0,0,0,2017,4,6,229.63461000000004
2017-04-07,220320.05000000002,6292584,12.7,26.2,15.6,0,0,0,2017,4,7,220.32005
2017-04-08,198169.4799999999,6292584,18.6,28.1,13.8,1,0,0,2017,4,8,198.1694799999999
2017-04-09,192083.79,6292584,11.7,15.2,6.5,1,0,0,2017,4,9,192.08379000000002
2017-04-10,226574.11000000004,6292584,9.0,17.0,3.0,0,0,0,2017,4,10,226.57411000000005
2017-04-11,228319.93000000002,6292584,12.3,18.5,13.5,0,0,0,2017,4,11,228.31993000000003
2017-04-12,228671.99000000002,6292584,10.8,19.3,14.0,0,0,0,2017,4,12,228.67199000000002
2017-04-13,225408.08999999994,6292584,10.9,22.2,13.9,0,0,0,2017,4,13,225.40808999999993
2017-04-14,194872.81999999998,6292584,13.0,17.9,8.9,0,1,0,2017,4,14,194.87282
2017-04-15,199217.13999999998,6292584,11.8,17.3,9.7,1,1,0,2017,4,15,199.21713999999997
2017-04-16,193189.48999999996,6292584,9.9,22.6,10.1,1,1,0,2017,4,16,193.18948999999995
2017-04-17,199890.99000000002,6292584,11.1,18.3,10.9,0,1,0,2017,4,17,199.89099000000002
2017-04-18,223910.34999999998,6292584,9.5,20.4,13.7,0,0,0,2017,4,18,223.91034999999997
2017-04-19,228873.94,6292584,13.0,26.9,12.7,0,0,0,2017,4,19,228.87394
2017-04-20,225633.35999999993,6292584,14.6,26.5,12.4,0,0,0,2017,4,20,225.63335999999993
2017-04-21,229044.87999999998,6292584,16.5,20.9,3.6,0,0,0,2017,4,21,229.04487999999998
2017-04-22,205056.8,6292584,16.9,22.5,11.8,1,0,0,2017,4,22,205.05679999999998
2017-04-23,194713.12999999998,6292584,14.4,21.8,11.9,1,0,0,2017,4,23,194.71312999999998
2017-04-24,218843.63000000003,6292584,15.9,24.7,9.9,0,0,0,2017,4,24,218.84363000000005
2017-04-25,203097.47000000003,6292584,16.2,17.7,5.8,0,1,0,2017,4,25,203.09747000000004
2017-04-26,233590.49,6292584,10.1,14.5,6.4,0,0,0,2017,4,26,233.59049
2017-04-27,252659.06,6292584,8.3,15.6,7.1,0,0,0,2017,4,27,252.65906
2017-04-28,240288.38,6292584,9.4,19.8,6.0,0,0,0,2017,4,28,240.28838000000002
2017-04-29,209728.10000000003,6292584,14.9,18.1,7.9,1,0,0,2017,4,29,209.72810000000004
2017-04-30,207513.06999999995,6292584,13.6,17.8,7.3,1,0,0,2017,4,30,207.51306999999994
2017-05-01,230207.54999999996,6292584,13.6,20.4,8.7,0,0,0,2017,5,1,230.20754999999997
2017-05-02,241437.27999999994,6292584,10.4,15.2,9.4,0,0,0,2017,5,2,241.43727999999993
2017-05-03,258392.88999999996,6292584,7.4,15.3,10.8,0,0,0,2017,5,3,258.39288999999997
2017-05-04,254520.1,6292584,5.8,16.9,12.0,0,0,0,2017,5,4,254.5201
2017-05-05,246300.77000000002,6292584,6.2,20.5,10.6,0,0,0,2017,5,5,246.30077000000003
2017-05-06,210026.14000000007,6292584,9.6,20.0,6.1,1,0,0,2017,5,6,210.02614000000008
2017-05-07,214848.14,6292584,8.9,14.8,9.4,1,0,0,2017,5,7,214.84814
2017-05-08,251716.54000000007,6292584,10.1,15.8,7.2,0,0,0,2017,5,8,251.71654000000007
2017-05-09,253521.42,6292584,10.9,15.9,7.3,0,0,0,2017,5,9,253.52142
2017-05-10,251495.46999999994,6292584,8.1,17.7,11.3,0,0,0,2017,5,10,251.49546999999995
2017-05-11,257506.26,6292584,6.1,16.5,8.6,0,0,0,2017,5,11,257.50626
2017-05-12,247045.99999999997,6292584,5.9,19.5,9.9,0,0,0,2017,5,12,247.04599999999996
2017-05-13,218954.83999999994,6292584,8.4,15.6,10.1,1,0,0,2017,5,13,218.95483999999993
2017-05-14,214994.06,6292584,6.4,15.1,7.7,1,0,0,2017,5,14,214.99406
2017-05-15,251743.83000000005,6292584,6.3,16.9,8.2,0,0,0,2017,5,15,251.74383000000006
2017-05-16,255641.43,6292584,5.6,18.2,9.0,0,0,0,2017,5,16,255.64142999999999
2017-05-17,250145.34999999998,6292584,7.6,17.0,3.8,0,0,0,2017,5,17,250.14534999999998
2017-05-18,245820.96000000008,6292584,10.7,20.2,9.8,0,0,0,2017,5,18,245.82096000000007
2017-05-19,246702.89999999997,6292584,10.2,17.8,2.5,0,0,0,2017,5,19,246.70289999999997
2017-05-20,218223.23000000004,6292584,10.2,19.3,9.8,1,0,0,2017,5,20,218.22323000000003
2017-05-21,211824.32,6292584,10.8,18.7,6.8,1,0,0,2017,5,21,211.82432
2017-05-22,227102.07999999996,6292584,10.4,20.3,10.1,0,0,0,2017,5,22,227.10207999999994
2017-05-23,238254.41,6292584,12.8,19.3,7.4,0,0,0,2017,5,23,238.25441
2017-05-24,243143.93999999997,6292584,11.7,17.1,8.0,0,0,0,2017,5,24,243.14394
2017-05-25,248020.06000000003,6292584,13.7,18.5,5.7,0,0,0,2017,5,25,248.02006000000003
2017-05-26,246261.2000000001,6292584,13.1,18.0,8.2,0,0,0,2017,5,26,246.2612000000001
2017-05-27,209287.34999999995,6292584,11.9,17.8,8.3,1,0,0,2017,5,27,209.28734999999995
2017-05-28,220059.1,6292584,10.2,15.3,7.6,1,0,0,2017,5,28,220.0591
2017-05-29,261032.20000000007,6292584,7.7,14.8,8.0,0,0,0,2017,5,29,261.03220000000005
2017-05-30,265524.76,6292584,9.3,13.1,6.9,0,0,0,2017,5,30,265.52476
2017-05-31,278061.58999999997,6292584,6.7,13.0,8.5,0,0,0,2017,5,31,278.06158999999997
2017-06-01,280405.47,6321606,7.9,13.9,4.7,0,0,0,2017,6,1,280.40547
2017-06-02,273713.60000000003,6321606,8.0,14.7,7.3,0,0,0,2017,6,2,273.71360000000004
2017-06-03,244322.81,6321606,9.9,14.3,8.3,1,0,0,2017,6,3,244.32281
2017-06-04,237907.90000000002,6321606,4.4,15.8,9.3,1,0,0,2017,6,4,237.9079
2017-06-05,265754.8999999999,6321606,5.6,17.5,5.0,0,0,0,2017,6,5,265.7548999999999
2017-06-06,266549.06,6321606,8.7,13.9,6.3,0,0,0,2017,6,6,266.54906
2017-06-07,272232.24,6321606,5.9,14.3,9.2,0,0,0,2017,6,7,272.23224
2017-06-08,279023.5600000001,6321606,3.6,15.0,7.2,0,0,0,2017,6,8,279.0235600000001
2017-06-09,261989.08000000002,6321606,6.6,15.0,7.8,0,0,0,2017,6,9,261.98908
2017-06-10,241397.82999999996,6321606,7.0,15.8,8.9,1,0,0,2017,6,10,241.39782999999997
2017-06-11,226748.93,6321606,3.4,15.5,8.6,1,0,0,2017,6,11,226.74893
2017-06-12,235383.36999999997,6321606,6.0,15.9,5.1,0,1,0,2017,6,12,235.38336999999996
2017-06-13,270369.9,6321606,8.8,15.1,6.6,0,0,0,2017,6,13,270.36990000000003
2017-06-14,272506.84,6321606,4.0,17.4,8.9,0,0,0,2017,6,14,272.50684
2017-06-15,270606.51000000007,6321606,7.7,19.0,7.4,0,0,0,2017,6,15,270.60651000000007
2017-06-16,270539.26999999996,6321606,6.6,17.1,8.9,0,0,0,2017,6,16,270.53927
2017-06-17,242357.35999999987,6321606,4.2,15.5,9.2,1,0,0,2017,6,17,242.35735999999986
2017-06-18,232225.48000000004,6321606,5.4,16.3,7.9,1,0,0,2017,6,18,232.22548000000003
2017-06-19,269851.48,6321606,7.1,16.1,6.0,0,0,0,2017,6,19,269.85148
2017-06-20,263993.93999999994,6321606,6.4,15.8,9.2,0,0,0,2017,6,20,263.99393999999995
2017-06-21,279628.60000000003,6321606,7.8,13.5,5.0,0,0,0,2017,6,21,279.62860000000006
2017-06-22,280697.14,6321606,6.7,14.1,6.7,0,0,0,2017,6,22,280.69714
2017-06-23,264059.14999999997,6321606,7.4,14.9,8.2,0,0,0,2017,6,23,264.05915
2017-06-24,244786.65000000002,6321606,8.3,12.3,7.3,1,0,0,2017,6,24,244.78665000000004
2017-06-25,236207.73,6321606,8.6,14.3,5.3,1,0,0,2017,6,25,236.20773
2017-06-26,276080.75999999995,6321606,8.8,12.6,7.8,0,0,0,2017,6,26,276.08075999999994
2017-06-27,289053.25999999995,6321606,6.0,12.1,4.4,0,0,0,2017,6,27,289.05325999999997
2017-06-28,282703.79,6321606,6.8,14.1,5.4,0,0,0,2017,6,28,282.70378999999997
2017-06-29,276248.1200000001,6321606,9.2,13.7,5.0,0,0,0,2017,6,29,276.2481200000001
2017-06-30,278551.55000000005,6321606,7.1,12.3,8.4,0,0,0,2017,6,30,278.55155
2017-07-01,251898.99999999994,6321606,1.1,12.7,9.3,1,0,0,2017,7,1,251.89899999999994
2017-07-02,240274.90000000002,6321606,0.8,14.3,9.2,1,0,0,2017,7,2,240.27490000000003
2017-07-03,279530.64,6321606,3.8,13.9,3.9,0,0,0,2017,7,3,279.53064
2017-07-04,268059.61,6321606,9.0,16.2,6.4,0,0,0,2017,7,4,268.05960999999996
2017-07-05,268169.33,6321606,10.1,15.8,6.5,0,0,0,2017,7,5,268.16933
2017-07-06,275799.42999999993,6321606,4.8,15.0,8.7,0,0,0,2017,7,6,275.7994299999999
2017-07-07,268156.13999999996,6321606,8.0,14.2,9.4,0,0,0,2017,7,7,268.15613999999994
2017-07-08,247375.94,6321606,5.3,13.5,5.1,1,0,0,2017,7,8,247.37594
2017-07-09,232128.06,6321606,7.3,14.6,7.3,1,0,0,2017,7,9,232.12806
2017-07-10,266264.64999999997,6321606,7.0,16.0,5.7,0,0,0,2017,7,10,266.26464999999996
2017-07-11,274705.56,6321606,6.9,14.3,9.7,0,0,0,2017,7,11,274.70556
2017-07-12,276304.20999999996,6321606,3.2,15.1,9.8,0,0,0,2017,7,12,276.30420999999996
2017-07-13,269244.77999999997,6321606,4.8,13.3,5.5,0,0,0,2017,7,13,269.24478
2017-07-14,262775.49,6321606,9.9,15.9,8.6,0,0,0,2017,7,14,262.77549
2017-07-15,248973.39000000004,6321606,4.5,12.0,9.4,1,0,0,2017,7,15,248.97339000000005
2017-07-16,239855.28000000003,6321606,3.0,12.5,7.8,1,0,0,2017,7,16,239.85528000000002
2017-07-17,263736.48,6321606,5.7,15.3,6.3,0,0,0,2017,7,17,263.73648
2017-07-18,272243.67000000004,6321606,9.7,14.5,5.8,0,0,0,2017,7,18,272.24367000000007
2017-07-19,267812.51999999996,6321606,8.9,13.2,7.7,0,0,0,2017,7,19,267.81251999999995
2017-07-20,278632.57999999996,6321606,7.9,10.7,5.9,0,0,0,2017,7,20,278.63257999999996
2017-07-21,280147.79,6321606,3.3,13.8,10.3,0,0,0,2017,7,21,280.14779
2017-07-22,244794.26,6321606,5.4,12.4,7.0,1,0,0,2017,7,22,244.79426
2017-07-23,236015.33000000005,6321606,8.4,14.1,5.4,1,0,0,2017,7,23,236.01533000000003
2017-07-24,272661.18,6321606,8.1,16.1,8.3,0,0,0,2017,7,24,272.66118
2017-07-25,259398.53000000006,6321606,9.8,17.2,9.0,0,0,0,2017,7,25,259.39853000000005
2017-07-26,266396.68,6321606,10.9,15.0,8.7,0,0,0,2017,7,26,266.39668
2017-07-27,272007.83,6321606,4.4,14.2,8.7,0,0,0,2017,7,27,272.00783
2017-07-28,260864.1000000001,6321606,6.2,14.3,9.8,0,0,0,2017,7,28,260.8641000000001
2017-07-29,222662.47000000006,6321606,9.7,17.9,10.1,1,0,0,2017,7,29,222.66247000000007
2017-07-30,215160.99000000002,6321606,11.3,18.1,8.3,1,0,0,2017,7,30,215.16099000000003
2017-07-31,264553.76000000007,6321606,6.7,14.8,11.5,0,0,0,2017,7,31,264.55376000000007
2017-08-01,275235.76000000007,6321606,3.5,15.5,11.5,0,0,0,2017,8,1,275.2357600000001
2017-08-02,281458.37,6321606,3.4,12.9,7.5,0,0,0,2017,8,2,281.45837
2017-08-03,302710.8599999999,6321606,3.1,9.0,4.4,0,0,0,2017,8,3,302.7108599999999
2017-08-04,283295.79,6321606,4.3,12.1,7.2,0,0,0,2017,8,4,283.29578999999995
2017-08-05,233392.90999999995,6321606,8.8,14.2,11.7,1,0,0,2017,8,5,233.39290999999994
2017-08-06,234702.27999999994,6321606,9.0,13.0,8.2,1,0,0,2017,8,6,234.70227999999994
2017-08-07,277926.35000000003,6321606,7.7,12.3,7.3,0,0,0,2017,8,7,277.92635
2017-08-08,278216.86999999994,6321606,7.9,15.0,7.5,0,0,0,2017,8,8,278.2168699999999
2017-08-09,260088.75000000006,6321606,8.9,16.8,11.5,0,0,0,2017,8,9,260.08875000000006
2017-08-10,244723.85000000006,6321606,11.4,18.8,8.4,0,0,0,2017,8,10,244.72385000000006
2017-08-11,245724.69000000003,6321606,10.3,16.4,9.3,0,0,0,2017,8,11,245.72469000000004
2017-08-12,227338.90000000002,6321606,10.3,17.9,9.9,1,0,0,2017,8,12,227.33890000000002
2017-08-13,212549.12,6321606,9.4,18.7,11.1,1,0,0,2017,8,13,212.54912
2017-08-14,243067.91,6321606,12.3,20.1,12.6,0,0,0,2017,8,14,243.06791
2017-08-15,254386.6000000001,6321606,10.4,17.5,3.2,0,0,0,2017,8,15,254.3866000000001
2017-08-16,242890.76000000004,6321606,12.1,18.1,10.9,0,0,0,2017,8,16,242.89076000000003
2017-08-17,258447.60999999996,6321606,9.3,15.6,9.1,0,0,0,2017,8,17,258.44760999999994
2017-08-18,267125.97,6321606,8.0,12.2,9.4,0,0,0,2017,8,18,267.12597
2017-08-19,249705.34000000003,6321606,5.9,11.8,11.6,1,0,0,2017,8,19,249.70534000000004
2017-08-20,239597.98999999993,6321606,5.1,13.3,13.9,1,0,0,2017,8,20,239.59798999999992
2017-08-21,280820.59,6321606,6.8,12.7,7.9,0,0,0,2017,8,21,280.82059000000004
2017-08-22,267618.91000000003,6321606,5.7,16.8,11.1,0,0,0,2017,8,22,267.61891
2017-08-23,266113.64,6321606,8.3,18.1,9.7,0,0,0,2017,8,23,266.11364000000003
2017-08-24,271239.87999999995,6321606,5.2,13.3,13.0,0,0,0,2017,8,24,271.23987999999997
2017-08-25,267333.1499999999,6321606,4.9,15.0,13.3,0,0,0,2017,8,25,267.33314999999993
2017-08-26,234888.20000000004,6321606,9.9,15.3,8.5,1,0,0,2017,8,26,234.88820000000004
2017-08-27,230355.87,6321606,5.8,10.7,11.8,1,0,0,2017,8,27,230.35586999999998
2017-08-28,278828.99000000005,6321606,5.8,11.8,14.6,0,0,0,2017,8,28,278.82899000000003
2017-08-29,279628.08,6321606,5.4,12.9,9.1,0,0,0,2017,8,29,279.62808
2017-08-30,275026.92999999993,6321606,7.7,13.8,12.3,0,0,0,2017,8,30,275.02692999999994
2017-08-31,267964.50999999995,6321606,4.0,16.7,15.9,0,0,0,2017,8,31,267.96450999999996
2017-09-01,257414.85,6357405,3.7,17.0,14.4,0,0,0,2017,9,1,257.41485
2017-09-02,228196.23,6357405,7.3,18.4,6.3,1,0,0,2017,9,2,228.19623
2017-09-03,207928.65999999997,6357405,13.4,17.2,6.3,1,0,0,2017,9,3,207.92865999999998
2017-09-04,256002.11000000002,6357405,8.8,13.7,13.4,0,0,0,2017,9,4,256.00211
2017-09-05,275393.3399999999,6357405,6.5,13.3,11.0,0,0,0,2017,9,5,275.3933399999999
2017-09-06,269639.88999999996,6357405,6.7,15.1,11.0,0,0,0,2017,9,6,269.63989
2017-09-07,266811.43999999994,6357405,7.9,15.2,9.5,0,0,0,2017,9,7,266.81143999999995
2017-09-08,265086.1999999999,6357405,8.0,13.5,13.1,0,0,0,2017,9,8,265.0861999999999
2017-09-09,240908.02000000002,6357405,7.1,14.9,15.9,1,0,0,2017,9,9,240.90802000000002
2017-09-10,229168.13,6357405,5.3,16.1,12.3,1,0,0,2017,9,10,229.16813
2017-09-11,254338.06000000003,6357405,8.1,18.1,7.0,0,0,0,2017,9,11,254.33806
2017-09-12,261813.78,6357405,12.2,19.9,3.5,0,0,0,2017,9,12,261.81378
2017-09-13,254384.62999999998,6357405,13.3,16.4,8.2,0,0,0,2017,9,13,254.38463
2017-09-14,263973.6099999999,6357405,5.8,15.3,10.8,0,0,0,2017,9,14,263.97360999999995
2017-09-15,257523.20999999996,6357405,9.6,16.7,7.0,0,0,0,2017,9,15,257.52320999999995
2017-09-16,222603.12000000002,6357405,7.4,13.3,16.7,1,0,0,2017,9,16,222.60312000000002
2017-09-17,209532.0,6357405,4.0,18.1,19.0,1,0,0,2017,9,17,209.532
2017-09-18,230247.08000000002,6357405,10.5,22.0,15.7,0,0,0,2017,9,18,230.24708
2017-09-19,248067.91000000003,6357405,9.0,13.9,16.6,0,0,0,2017,9,19,248.06791000000004
2017-09-20,246922.75999999998,6357405,6.0,19.2,17.3,0,0,0,2017,9,20,246.92275999999998
2017-09-21,238619.86,6357405,11.6,23.6,13.0,0,0,0,2017,9,21,238.61986
2017-09-22,233222.49999999997,6357405,12.8,25.6,15.6,0,0,0,2017,9,22,233.22249999999997
2017-09-23,202024.57999999993,6357405,14.8,30.6,17.3,1,0,0,2017,9,23,202.02457999999993
2017-09-24,185216.48000000004,6357405,12.9,19.9,12.0,1,0,0,2017,9,24,185.21648000000005
2017-09-25,238252.97,6357405,10.3,14.2,10.9,0,0,0,2017,9,25,238.25297
2017-09-26,248905.88000000003,6357405,5.0,15.1,20.4,0,0,0,2017,9,26,248.90588000000002
2017-09-27,238056.14,6357405,9.6,24.6,11.7,0,0,0,2017,9,27,238.05614000000003
2017-09-28,233311.70999999996,6357405,10.4,18.5,12.8,0,0,0,2017,9,28,233.31170999999998
2017-09-29,205694.51000000004,6357405,10.6,18.4,14.5,0,1,0,2017,9,29,205.69451000000004
2017-09-30,201403.64000000004,6357405,11.0,15.4,16.1,1,0,0,2017,9,30,201.40364000000005
2017-10-01,207113.47999999998,6357405,9.7,17.2,9.2,1,0,0,2017,10,1,207.11347999999998
2017-10-02,238452.84000000005,6357405,9.5,16.4,16.4,0,0,0,2017,10,2,238.45284000000007
2017-10-03,237712.83000000002,6357405,6.8,22.3,21.8,0,0,0,2017,10,3,237.71283000000003
2017-10-04,229209.24,6357405,8.5,20.8,21.6,0,0,0,2017,10,4,229.20924
2017-10-05,226269.15999999995,6357405,11.7,19.4,10.4,0,0,0,2017,10,5,226.26915999999994
