Date,TOTALDEMAND,Population,MinTemp,MaxTemp,SolarExp,wk_end,public_holiday,covid,year,month,day,Demand_GWh
2020-01-11,183773.21,6655284,13.5,19.3,18.2,1,0,0,2020,1,11,183.77321
2020-01-12,183595.19000000006,6655284,14.2,19.9,21.9,1,0,0,2020,1,12,183.59519000000006
2020-01-13,239307.88999999993,6655284,12.7,32.2,28.1,0,0,0,2020,1,13,239.30788999999993
2020-01-14,274605.2100000001,6655284,16.7,33.8,27.4,0,0,0,2020,1,14,274.60521000000006
2020-01-15,274816.45,6655284,19.5,36.8,20.8,0,0,0,2020,1,15,274.81645000000003
2020-01-16,219339.28999999998,6655284,15.7,19.6,18.6,0,0,0,2020,1,16,219.33928999999998
2020-01-17,216216.35,6655284,14.4,24.8,24.4,0,0,0,2020,1,17,216.21635
2020-01-18,211892.68,6655284,13.9,29.4,27.2,1,0,0,2020,1,18,211.89267999999998
2020-01-19,213843.11000000002,6655284,17.5,25.5,23.9,1,0,0,2020,1,19,213.84311000000002
2020-01-20,232583.06999999998,6655284,19.1,21.8,8.8,0,0,0,2020,1,20,232.58306999999996
2020-01-21,224256.39000000004,6655284,14.8,23.5,28.4,0,0,0,2020,1,21,224.25639000000004
2020-01-22,238574.30000000005,6655284,14.1,31.7,12.4,0,0,0,2020,1,22,238.57430000000005
2020-01-23,224509.65999999997,6655284,12.9,22.6,13.4,0,0,0,2020,1,23,224.50965999999997
2020-01-24,218632.75,6655284,11.7,24.1,20.6,0,0,0,2020,1,24,218.63275
2020-01-25,204891.76000000007,6655284,13.0,27.4,30.0,1,0,0,2020,1,25,204.89176000000006
2020-01-26,202466.41000000003,6655284,15.8,23.6,24.0,1,0,0,2020,1,26,202.46641000000002
2020-01-27,206268.91999999995,6655284,12.8,23.1,26.1,0,1,0,2020,1,27,206.26891999999995
2020-01-28,232381.10999999996,6655284,13.6,25.4,26.5,0,0,0,2020,1,28,232.38110999999995
2020-01-29,259625.83000000005,6655284,15.2,31.5,29.5,0,0,0,2020,1,29,259.62583000000006
2020-01-30,309632.98,6655284,16.4,39.4,29.3,0,0,0,2020,1,30,309.63298
2020-01-31,341307.6800000001,6655284,21.5,42.9,18.3,0,0,0,2020,1,31,341.3076800000001
2020-02-01,263712.62999999995,6655284,23.5,29.3,1.8,1,0,0,2020,2,1,263.71262999999993
2020-02-02,195218.12000000005,6655284,14.2,25.1,21.0,1,0,0,2020,2,2,195.21812000000006
2020-02-03,210009.81999999998,6655284,13.2,17.7,22.7,0,0,0,2020,2,3,210.00982
2020-02-04,214068.13000000003,6655284,11.3,19.7,28.6,0,0,0,2020,2,4,214.06813000000002
2020-02-05,217976.88000000003,6655284,10.8,20.1,27.1,0,0,0,2020,2,5,217.97688000000002
2020-02-06,241138.92000000007,6655284,13.7,25.5,25.0,0,0,0,2020,2,6,241.13892000000007
2020-02-07,241469.70000000004,6655284,16.5,23.2,18.4,0,0,0,2020,2,7,241.46970000000005
2020-02-08,215728.89,6655284,17.4,29.4,27.5,1,0,0,2020,2,8,215.72889
2020-02-09,207714.22000000003,6655284,19.6,28.2,19.9,1,0,0,2020,2,9,207.71422000000004
2020-02-10,245950.92,6655284,18.5,27.7,15.0,0,0,0,2020,2,10,245.95092000000002
2020-02-11,254221.16000000006,6655284,19.5,25.9,19.1,0,0,0,2020,2,11,254.22116000000005
2020-02-12,249237.1300000001,6655284,19.1,27.7,17.3,0,0,0,2020,2,12,249.2371300000001
2020-02-13,278274.37000000005,6655284,19.4,31.7,26.7,0,0,0,2020,2,13,278.27437000000003
2020-02-14,279711.25999999995,6655284,20.3,33.7,10.6,0,0,0,2020,2,14,279.7112599999999
2020-02-15,216601.27,6655284,18.9,19.3,2.4,1,0,0,2020,2,15,216.60127
2020-02-16,201808.54,6655284,16.9,26.4,23.8,1,0,0,2020,2,16,201.80854000000002
2020-02-17,246703.68999999994,6655284,15.2,25.6,26.4,0,0,0,2020,2,17,246.70368999999994
2020-02-18,238356.24,6655284,17.6,21.8,7.3,0,0,0,2020,2,18,238.35623999999999
2020-02-19,218750.43,6655284,13.3,19.7,12.9,0,0,0,2020,2,19,218.75043
2020-02-20,224404.29000000004,6655284,14.2,18.7,15.2,0,0,0,2020,2,20,224.40429000000003
2020-02-21,217898.11000000002,6655284,13.5,19.6,17.1,0,0,0,2020,2,21,217.89811
2020-02-22,193844.04,6655284,11.4,21.1,25.4,1,0,0,2020,2,22,193.84404
2020-02-23,212259.33,6655284,13.3,34.0,21.6,1,0,0,2020,2,23,212.25932999999998
2020-02-24,245238.11000000002,6655284,16.8,23.7,5.4,0,0,0,2020,2,24,245.23811
2020-02-25,247116.85,6655284,18.4,31.6,10.6,0,0,0,2020,2,25,247.11685
2020-02-26,216742.25000000003,6655284,16.2,19.2,19.3,0,0,0,2020,2,26,216.74225000000004
2020-02-27,217350.80000000005,6655284,11.0,19.7,11.1,0,0,0,2020,2,27,217.35080000000005
2020-02-28,220013.94000000003,6655284,13.1,20.1,17.6,0,0,0,2020,2,28,220.01394000000002
2020-02-29,200761.88,6655284,14.7,22.4,22.8,1,0,0,2020,2,29,200.76188
2020-03-01,202826.29,6689377,13.2,32.1,20.8,1,0,0,2020,3,1,202.82629
2020-03-02,212719.91000000006,6689377,14.2,18.4,21.1,0,0,0,2020,3,2,212.71991000000006
2020-03-03,217492.74000000008,6689377,14.7,19.5,15.9,0,0,0,2020,3,3,217.49274000000008
2020-03-04,235011.24999999997,6689377,13.6,23.5,7.1,0,0,0,2020,3,4,235.01124999999996
2020-03-05,239469.2700000001,6689377,15.4,20.3,4.3,0,0,0,2020,3,5,239.4692700000001
2020-03-06,222644.64999999997,6689377,15.9,19.0,12.7,0,0,0,2020,3,6,222.64464999999996
2020-03-07,193701.56000000003,6689377,15.4,20.0,17.1,1,0,0,2020,3,7,193.70156000000003
2020-03-08,185106.58000000005,6689377,13.9,22.4,19.5,1,0,0,2020,3,8,185.10658000000004
2020-03-09,189283.39999999997,6689377,12.3,21.0,19.7,0,1,0,2020,3,9,189.28339999999997
2020-03-10,224285.08000000002,6689377,10.3,22.3,21.9,0,0,0,2020,3,10,224.28508000000002
2020-03-11,237660.27999999997,6689377,12.6,29.5,15.7,0,0,0,2020,3,11,237.66027999999997
2020-03-12,240545.54999999993,6689377,16.6,29.5,19.5,0,0,0,2020,3,12,240.54554999999993
2020-03-13,230151.62,6689377,19.1,26.8,7.3,0,0,0,2020,3,13,230.15162
2020-03-14,192032.38000000003,6689377,13.1,17.9,12.3,1,0,0,2020,3,14,192.03238000000005
2020-03-15,195329.87000000005,6689377,12.7,18.8,10.2,1,0,0,2020,3,15,195.32987000000006
2020-03-16,221173.63000000003,6689377,9.3,26.5,20.6,0,0,0,2020,3,16,221.17363000000003
2020-03-17,230508.37,6689377,11.6,28.2,19.9,0,0,0,2020,3,17,230.50836999999999
2020-03-18,242254.29,6689377,17.7,28.3,9.1,0,0,0,2020,3,18,242.25429
2020-03-19,254533.71999999997,6689377,18.7,30.4,8.2,0,0,0,2020,3,19,254.53371999999996
2020-03-20,223095.21,6689377,16.1,22.7,12.6,0,0,0,2020,3,20,223.09520999999998
2020-03-21,207998.67,6689377,14.6,18.4,10.8,1,0,0,2020,3,21,207.99867
2020-03-22,194899.37,6689377,12.1,18.3,15.2,1,0,1,2020,3,22,194.89937
2020-03-23,225813.8899999999,6689377,12.7,17.1,9.9,0,0,1,2020,3,23,225.8138899999999
2020-03-24,229871.09,6689377,8.5,17.9,15.8,0,0,1,2020,3,24,229.87109
2020-03-25,226295.62999999998,6689377,10.8,17.5,7.6,0,0,1,2020,3,25,226.29563
2020-03-26,220176.01999999993,6689377,13.7,19.8,15.5,0,0,1,2020,3,26,220.17601999999994
2020-03-27,223916.48999999993,6689377,13.6,27.6,17.8,0,0,1,2020,3,27,223.91648999999992
2020-03-28,195847.43,6689377,14.8,27.5,16.9,1,0,1,2020,3,28,195.84743
2020-03-29,191906.41,6689377,16.5,26.4,9.5,1,0,1,2020,3,29,191.90641
2020-03-30,215375.02000000002,6689377,15.9,21.7,13.3,0,0,1,2020,3,30,215.37502
2020-03-31,218087.73,6689377,12.2,21.4,16.9,0,0,1,2020,3,31,218.08773000000002
2020-04-01,221983.25,6689377,11.0,23.1,15.2,0,0,1,2020,4,1,221.98325
2020-04-02,232605.32999999993,6689377,12.4,20.7,4.2,0,0,1,2020,4,2,232.60532999999992
2020-04-03,208589.13999999993,6689377,13.7,23.2,12.0,0,0,1,2020,4,3,208.58913999999993
2020-04-04,203708.31,6689377,12.8,16.6,6.1,1,0,1,2020,4,4,203.70831
2020-04-05,210196.05,6689377,9.5,16.9,4.5,1,0,1,2020,4,5,210.19604999999999
2020-04-06,236149.13000000003,6689377,10.7,16.5,11.5,0,0,1,2020,4,6,236.14913000000004
2020-04-07,236808.90999999997,6689377,11.9,16.4,9.5,0,0,1,2020,4,7,236.80890999999997
2020-04-08,216808.01999999996,6689377,11.7,18.6,10.7,0,0,1,2020,4,8,216.80801999999997
2020-04-09,217175.04000000007,6689377,8.9,21.2,15.8,0,0,1,2020,4,9,217.17504000000005
2020-04-10,189662.46000000002,6689377,12.7,22.0,9.5,0,1,1,2020,4,10,189.66246
2020-04-11,184194.14,6689377,13.0,15.7,11.3,1,1,1,2020,4,11,184.19414
2020-04-12,203520.17999999996,6689377,11.0,15.3,7.7,1,1,1,2020,4,12,203.52017999999995
2020-04-13,200051.79999999996,6689377,12.2,18.3,14.3,0,1,1,2020,4,13,200.05179999999996
2020-04-14,215699.66000000003,6689377,12.1,23.4,11.1,0,0,1,2020,4,14,215.69966000000002
2020-04-15,209094.68,6689377,15.6,23.5,11.8,0,0,1,2020,4,15,209.09467999999998
2020-04-16,213055.88999999998,6689377,15.4,21.5,11.3,0,0,1,2020,4,16,213.05588999999998
2020-04-17,213886.98000000004,6689377,11.4,18.4,10.1,0,0,1,2020,4,17,213.88698000000005
2020-04-18,213777.08999999997,6689377,12.9,16.4,7.9,1,0,1,2020,4,18,213.77708999999996
2020-04-19,201475.66999999998,6689377,11.2,19.4,11.3,1,0,1,2020,4,19,201.47566999999998
2020-04-20,218337.19,6689377,12.0,20.8,8.1,0,0,1,2020,4,20,218.33719
2020-04-21,222835.25999999998,6689377,8.5,19.6,9.8,0,0,1,2020,4,21,222.83525999999998
2020-04-22,227012.01999999996,6689377,12.8,18.2,8.8,0,0,1,2020,4,22,227.01201999999995
2020-04-23,225745.75999999995,6689377,9.6,19.7,9.7,0,0,1,2020,4,23,225.74575999999996
2020-04-24,213130.58999999994,6689377,15.1,22.3,12.7,0,0,1,2020,4,24,213.13058999999993
2020-04-25,193690.24000000002,6689377,10.5,21.7,10.4,1,1,1,2020,4,25,193.69024000000002
2020-04-26,193145.87,6689377,15.4,17.7,6.6,1,0,1,2020,4,26,193.14587
2020-04-27,226943.66000000006,6689377,8.1,18.1,12.5,0,0,1,2020,4,27,226.94366000000005
2020-04-28,224248.11999999997,6689377,7.1,18.9,10.4,0,0,1,2020,4,28,224.24811999999997
2020-04-29,242615.68,6689377,11.2,19.8,3.6,0,0,1,2020,4,29,242.61568
2020-04-30,242706.66000000003,6689377,8.9,15.5,5.4,0,0,1,2020,4,30,242.70666000000003
2020-05-01,254477.75,6689377,7.6,13.0,5.1,0,0,1,2020,5,1,254.47775
2020-05-02,223331.45000000004,6689377,8.3,14.2,6.2,1,0,1,2020,5,2,223.33145000000005
2020-05-03,219338.70999999993,6689377,9.8,15.0,8.3,1,0,1,2020,5,3,219.33870999999994
2020-05-04,253784.51999999996,6689377,9.4,14.8,7.0,0,0,1,2020,5,4,253.78451999999996
2020-05-05,237678.18999999997,6689377,8.0,19.5,11.6,0,0,1,2020,5,5,237.67818999999997
2020-05-06,226428.54000000007,6689377,10.2,20.1,9.7,0,0,1,2020,5,6,226.42854000000005
2020-05-07,219285.50999999995,6689377,15.1,21.1,6.2,0,0,1,2020,5,7,219.28550999999996
2020-05-08,215828.10999999993,6689377,12.6,19.6,10.7,0,0,1,2020,5,8,215.82810999999992
2020-05-09,215572.50999999992,6689377,12.6,14.0,5.4,1,0,1,2020,5,9,215.5725099999999
2020-05-10,215110.37999999998,6689377,7.2,14.5,9.0,1,0,1,2020,5,10,215.11037999999996
2020-05-11,245101.89,6689377,7.8,17.1,7.5,0,0,1,2020,5,11,245.10189000000003
2020-05-12,241535.59000000005,6689377,10.3,14.8,8.5,0,0,1,2020,5,12,241.53559000000004
2020-05-13,254290.28000000003,6689377,10.4,14.5,8.9,0,0,1,2020,5,13,254.29028000000002
2020-05-14,258570.17999999996,6689377,6.6,14.7,9.8,0,0,1,2020,5,14,258.57017999999994
2020-05-15,258224.90000000002,6689377,4.5,15.3,10.8,0,0,1,2020,5,15,258.22490000000005
2020-05-16,220841.78000000003,6689377,4.5,18.0,10.7,1,0,1,2020,5,16,220.84178000000003
2020-05-17,219548.85000000003,6689377,5.1,18.5,10.6,1,0,1,2020,5,17,219.54885000000004
2020-05-18,240153.28999999995,6689377,5.5,19.4,10.5,0,0,1,2020,5,18,240.15328999999994
2020-05-19,239579.93999999997,6689377,8.1,17.7,4.9,0,0,1,2020,5,19,239.57993999999997
2020-05-20,239607.96999999994,6689377,10.3,15.8,7.8,0,0,1,2020,5,20,239.60796999999994
2020-05-21,255127.22000000003,6689377,9.4,13.7,6.6,0,0,1,2020,5,21,255.12722000000002
2020-05-22,260944.4,6689377,9.1,13.6,7.8,0,0,1,2020,5,22,260.9444
2020-05-23,230468.64,6689377,9.4,13.5,5.8,1,0,1,2020,5,23,230.46864000000002
2020-05-24,219159.63999999996,6689377,10.9,13.8,7.9,1,0,1,2020,5,24,219.15963999999997
2020-05-25,251065.15,6689377,5.5,16.0,10.0,0,0,1,2020,5,25,251.06515
2020-05-26,253577.66999999998,6689377,5.4,18.5,9.4,0,0,1,2020,5,26,253.57766999999998
2020-05-27,248379.59999999998,6689377,5.9,17.1,7.8,0,0,1,2020,5,27,248.37959999999998
2020-05-28,248124.9700000001,6689377,12.1,17.6,6.7,0,0,1,2020,5,28,248.12497000000008
2020-05-29,240144.17999999996,6689377,7.2,17.1,9.6,0,0,1,2020,5,29,240.14417999999998
2020-05-30,204463.54000000004,6689377,8.1,17.1,9.3,1,0,1,2020,5,30,204.46354000000002
2020-05-31,205369.18,6689377,12.4,17.8,8.0,1,0,1,2020,5,31,205.36918
2020-06-01,264079.41000000003,6689377,9.3,11.2,2.6,0,0,1,2020,6,1,264.07941000000005
2020-06-02,265420.72000000003,6689377,8.4,15.6,4.9,0,0,1,2020,6,2,265.42072
2020-06-03,261603.65,6689377,10.5,14.1,7.3,0,0,1,2020,6,3,261.60365
2020-06-04,266644.05,6689377,9.3,13.8,9.3,0,0,1,2020,6,4,266.64405
2020-06-05,274736.93,6689377,4.1,14.6,9.4,0,0,1,2020,6,5,274.73693
2020-06-06,252855.8399999999,6689377,6.0,13.3,6.6,1,0,1,2020,6,6,252.85583999999992
2020-06-07,239048.82,6689377,7.9,11.8,6.3,1,0,1,2020,6,7,239.04882
2020-06-08,249585.94999999995,6689377,4.5,12.6,8.8,0,1,1,2020,6,8,249.58594999999994
2020-06-09,283142.59,6689377,2.0,15.3,9.3,0,0,1,2020,6,9,283.14259000000004
2020-06-10,275591.59,6689377,3.9,16.7,8.8,0,0,1,2020,6,10,275.59159000000005
2020-06-11,282888.88999999996,6689377,4.5,16.9,9.1,0,0,1,2020,6,11,282.88888999999995
2020-06-12,269369.17000000004,6689377,4.2,15.3,9.2,0,0,1,2020,6,12,269.36917000000005
2020-06-13,234788.90999999995,6689377,5.7,16.4,3.4,1,0,1,2020,6,13,234.78890999999996
2020-06-14,215106.00999999998,6689377,10.4,15.2,8.0,1,0,1,2020,6,14,215.10600999999997
2020-06-15,242442.91,6689377,11.6,18.4,8.0,0,0,1,2020,6,15,242.44291
2020-06-16,248947.33999999997,6689377,13.0,17.9,6.7,0,0,1,2020,6,16,248.94733999999997
2020-06-17,267939.38,6689377,10.2,14.6,8.5,0,0,1,2020,6,17,267.93938
2020-06-18,260874.64999999997,6689377,4.6,16.9,9.1,0,0,1,2020,6,18,260.87465
2020-06-19,240298.86999999997,6689377,6.4,17.8,8.6,0,0,1,2020,6,19,240.29886999999997
2020-06-20,219289.38999999998,6689377,12.8,16.9,8.5,1,0,1,2020,6,20,219.28939
2020-06-21,243056.75000000006,6689377,6.9,12.0,4.9,1,0,1,2020,6,21,243.05675000000005
2020-06-22,272746.8699999999,6689377,8.1,13.0,5.5,0,0,1,2020,6,22,272.7468699999999
2020-06-23,263809.49,6689377,9.0,14.4,8.4,0,0,1,2020,6,23,263.80949
2020-06-24,266201.81,6689377,10.1,14.9,8.0,0,0,1,2020,6,24,266.20181
2020-06-25,262932.48,6689377,10.2,15.9,5.0,0,0,1,2020,6,25,262.93248
2020-06-26,273745.11999999994,6689377,7.9,13.8,8.8,0,0,1,2020,6,26,273.74511999999993
2020-06-27,253877.08000000002,6689377,6.2,13.1,7.9,1,0,1,2020,6,27,253.87708
2020-06-28,251661.5,6689377,1.7,12.5,9.3,1,0,1,2020,6,28,251.6615
2020-06-29,282863.9800000001,6689377,2.2,15.4,9.3,0,0,1,2020,6,29,282.8639800000001
2020-06-30,275289.7299999999,6689377,3.0,15.2,7.7,0,0,1,2020,6,30,275.2897299999999
2020-07-01,253229.44000000003,6689377,9.8,17.4,9.1,0,0,1,2020,7,1,253.22944000000004
2020-07-02,262745.42000000004,6689377,10.2,15.1,7.3,0,0,1,2020,7,2,262.74542
2020-07-03,286020.54000000004,6689377,7.7,10.3,4.1,0,0,1,2020,7,3,286.02054000000004
2020-07-04,250800.54,6689377,6.5,14.5,5.7,1,0,1,2020,7,4,250.80054
2020-07-05,237015.52,6689377,8.9,12.5,6.5,1,0,1,2020,7,5,237.01551999999998
2020-07-06,272510.67000000004,6689377,8.1,13.1,5.8,0,0,1,2020,7,6,272.51067000000006
2020-07-07,280529.04,6689377,8.9,11.8,4.8,0,0,1,2020,7,7,280.52903999999995
2020-07-08,277254.22000000003,6689377,4.9,15.7,9.4,0,0,1,2020,7,8,277.25422000000003
2020-07-09,270532.32999999996,6689377,5.7,17.2,8.5,0,0,1,2020,7,9,270.53232999999994
2020-07-10,268082.4600000001,6689377,6.4,16.9,7.9,0,0,1,2020,7,10,268.0824600000001
2020-07-11,260177.90000000005,6689377,7.3,11.4,3.3,1,0,1,2020,7,11,260.1779000000001
2020-07-12,237674.1,6689377,9.0,14.2,8.3,1,0,1,2020,7,12,237.6741
2020-07-13,260238.81999999998,6689377,8.7,15.1,7.4,0,0,1,2020,7,13,260.23882
2020-07-14,267337.87,6689377,7.7,14.2,7.6,0,0,1,2020,7,14,267.33787
2020-07-15,270593.6,6689377,6.2,14.7,9.4,0,0,1,2020,7,15,270.5936
2020-07-16,286317.7800000001,6689377,4.2,11.5,8.7,0,0,1,2020,7,16,286.3177800000001
2020-07-17,286218.70999999996,6689377,3.1,12.8,7.4,0,0,1,2020,7,17,286.21871
2020-07-18,250607.77000000002,6689377,4.0,12.5,8.3,1,0,1,2020,7,18,250.60777000000002
2020-07-19,228130.64000000004,6689377,8.2,15.3,7.6,1,0,1,2020,7,19,228.13064000000006
2020-07-20,265788.81999999995,6689377,7.6,13.8,8.2,0,0,1,2020,7,20,265.78881999999993
2020-07-21,280172.21,6689377,7.2,12.9,8.1,0,0,1,2020,7,21,280.17221
2020-07-22,277332.2100000001,6689377,8.1,13.3,8.4,0,0,1,2020,7,22,277.3322100000001
2020-07-23,284952.73,6689377,8.1,12.0,7.5,0,0,1,2020,7,23,284.95273
2020-07-24,267645.4,6689377,6.1,13.5,10.5,0,0,1,2020,7,24,267.6454
2020-07-25,256834.44000000006,6689377,4.3,12.2,9.6,1,0,1,2020,7,25,256.8344400000001
2020-07-26,246029.11000000002,6689377,5.0,12.8,7.2,1,0,1,2020,7,26,246.02911
2020-07-27,265142.6600000001,6689377,7.4,13.5,7.3,0,0,1,2020,7,27,265.1426600000001
2020-07-28,265440.79,6689377,9.6,15.6,8.0,0,0,1,2020,7,28,265.44079
2020-07-29,261095.46999999994,6689377,8.6,16.3,9.0,0,0,1,2020,7,29,261.0954699999999
2020-07-30,265167.27999999997,6689377,8.0,14.2,11.3,0,0,1,2020,7,30,265.16727999999995
2020-07-31,264211.5,6689377,3.4,17.1,11.3,0,0,1,2020,7,31,264.2115
2020-08-01,223181.30000000002,6689377,5.7,16.4,11.1,1,0,1,2020,8,1,223.18130000000002
2020-08-02,219870.67,6689377,9.0,18.2,11.7,1,0,1,2020,8,2,219.87067000000002
2020-08-03,255860.71000000008,6689377,7.5,16.0,10.2,0,0,1,2020,8,3,255.86071000000007
2020-08-04,280084.2900000001,6689377,5.1,10.5,10.0,0,0,1,2020,8,4,280.0842900000001
2020-08-05,280410.59,6689377,4.7,11.3,9.6,0,0,1,2020,8,5,280.41059
2020-08-06,281670.35,6689377,5.5,12.8,10.8,0,0,1,2020,8,6,281.67035
2020-08-07,288125.22,6689377,3.3,12.7,5.8,0,0,1,2020,8,7,288.12521999999996
2020-08-08,242238.53000000003,6689377,4.7,14.9,7.2,1,0,1,2020,8,8,242.23853000000003
2020-08-09,222331.91000000003,6689377,8.9,15.8,10.2,1,0,1,2020,8,9,222.33191000000002
2020-08-10,251919.50000000003,6689377,5.7,14.8,12.7,0,0,1,2020,8,10,251.91950000000003
2020-08-11,260282.45,6689377,4.3,15.8,10.3,0,0,1,2020,8,11,260.28245000000004
2020-08-12,255890.62000000008,6689377,9.4,15.9,10.0,0,0,1,2020,8,12,255.89062000000007
2020-08-13,243828.88000000006,6689377,11.4,18.1,11.0,0,0,1,2020,8,13,243.82888000000005
2020-08-14,249280.1799999999,6689377,10.7,18.1,7.0,0,0,1,2020,8,14,249.28017999999992
2020-08-15,227510.36000000004,6689377,7.4,14.9,13.0,1,0,1,2020,8,15,227.51036000000005
2020-08-16,222069.49,6689377,10.7,15.0,9.9,1,0,1,2020,8,16,222.06949
2020-08-17,243041.14000000004,6689377,9.5,16.3,10.4,0,0,1,2020,8,17,243.04114000000004
2020-08-18,238643.71,6689377,10.0,17.2,11.2,0,0,1,2020,8,18,238.64371
2020-08-19,259769.49999999997,6689377,9.7,12.7,7.9,0,0,1,2020,8,19,259.7695
2020-08-20,246981.71000000002,6689377,9.6,15.7,9.6,0,0,1,2020,8,20,246.98171000000002
2020-08-21,251414.08000000002,6689377,8.5,14.1,12.2,0,0,1,2020,8,21,251.41408
2020-08-22,254262.74000000002,6689377,5.8,11.1,3.8,1,0,1,2020,8,22,254.26274
2020-08-23,234250.13,6689377,6.8,11.5,8.6,1,0,1,2020,8,23,234.25013
2020-08-24,269969.58,6689377,6.3,12.4,12.8,0,0,1,2020,8,24,269.96958
2020-08-25,276875.71,6689377,3.6,13.0,11.2,0,0,1,2020,8,25,276.87571
2020-08-26,258644.62000000005,6689377,6.1,14.5,12.8,0,0,1,2020,8,26,258.64462000000003
2020-08-27,238088.84999999995,6689377,8.8,20.7,13.1,0,0,1,2020,8,27,238.08884999999995
2020-08-28,237618.15999999995,6689377,8.5,17.6,15.1,0,0,1,2020,8,28,237.61815999999993
2020-08-29,200333.77000000002,6689377,9.2,19.3,15.6,1,0,1,2020,8,29,200.33377000000002
2020-08-30,197834.35,6689377,12.0,19.8,9.0,1,0,1,2020,8,30,197.83435
2020-08-31,243210.79000000004,6689377,6.9,12.5,13.5,0,0,1,2020,8,31,243.21079000000003
2020-09-01,239290.36000000002,6689377,6.6,15.7,15.9,0,0,1,2020,9,1,239.29036000000002
2020-09-02,227095.34,6689377,8.6,22.0,12.1,0,0,1,2020,9,2,227.09534
2020-09-03,218654.91999999998,6689377,12.9,19.9,13.5,0,0,1,2020,9,3,218.65491999999998
2020-09-04,229731.28999999998,6689377,9.0,17.3,12.7,0,0,1,2020,9,4,229.73128999999997
2020-09-05,211068.02,6689377,9.7,16.6,15.0,1,0,1,2020,9,5,211.06802
2020-09-06,191730.28000000003,6689377,6.9,19.2,16.9,1,0,1,2020,9,6,191.73028000000002
2020-09-07,199556.4,6689377,8.8,22.9,17.1,0,0,1,2020,9,7,199.5564
2020-09-08,224842.18,6689377,16.6,19.9,4.8,0,0,1,2020,9,8,224.84217999999998
2020-09-09,224280.94000000003,6689377,8.1,15.6,14.8,0,0,1,2020,9,9,224.28094000000004
2020-09-10,218656.67000000007,6689377,5.4,21.4,17.5,0,0,1,2020,9,10,218.65667000000008
2020-09-11,213286.10000000003,6689377,10.4,19.4,13.4,0,0,1,2020,9,11,213.28610000000003
2020-09-12,223289.20000000004,6689377,13.3,16.0,4.0,1,0,1,2020,9,12,223.28920000000005
2020-09-13,192451.81999999995,6689377,11.9,17.2,16.5,1,0,1,2020,9,13,192.45181999999994
2020-09-14,214393.21999999994,6689377,11.1,16.6,18.1,0,0,1,2020,9,14,214.39321999999996
2020-09-15,226017.54,6689377,7.4,15.8,18.3,0,0,1,2020,9,15,226.01754
2020-09-16,221615.44,6689377,7.1,22.8,17.4,0,0,1,2020,9,16,221.61544
2020-09-17,231286.88,6689377,11.8,15.5,9.4,0,0,1,2020,9,17,231.28688
2020-09-18,224671.39999999994,6689377,8.4,18.7,13.6,0,0,1,2020,9,18,224.67139999999995
2020-09-19,186768.0,6689377,11.3,26.3,17.1,1,0,1,2020,9,19,186.768
2020-09-20,173782.46,6689377,17.1,22.0,16.7,1,0,1,2020,9,20,173.78246
2020-09-21,201955.90000000005,6689377,16.6,19.8,13.0,0,0,1,2020,9,21,201.95590000000004
2020-09-22,206401.28,6689377,12.3,18.9,16.8,0,0,1,2020,9,22,206.40127999999999
2020-09-23,224824.88999999996,6689377,10.6,15.1,12.3,0,0,1,2020,9,23,224.82488999999995
2020-09-24,235071.42999999996,6689377,8.2,15.0,13.9,0,0,1,2020,9,24,235.07142999999996
2020-09-25,252709.35999999996,6689377,7.2,11.9,7.2,0,0,1,2020,9,25,252.70935999999995
2020-09-26,213389.92999999996,6689377,6.2,13.4,15.0,1,0,1,2020,9,26,213.38992999999996
2020-09-27,203406.97999999998,6689377,8.8,13.4,20.9,1,0,1,2020,9,27,203.40697999999998
2020-09-28,229302.27999999994,6689377,6.5,13.6,18.3,0,0,1,2020,9,28,229.30227999999994
2020-09-29,224152.92,6689377,4.3,21.0,18.4,0,0,1,2020,9,29,224.15292000000002
2020-09-30,227240.42000000004,6689377,10.7,19.4,13.0,0,0,1,2020,9,30,227.24042000000003
